NO,메시지내용,수신지역,등록일자,단계,재난유형
206896,"[서울경찰청] 종로구에서 실종된 김해배씨(남, 73세)를 찾습니다 -175cm, 회색,남색패딩,군복바지,회색모자,검정귀마개 vo.la/dvLuf / ☎182",서울특별시 종로구 ,2023/11/21 14:30:04,안전안내,기타
206897,"[서울경찰청] 동대문구에서 배회중인 김해배씨(남, 73세)를 찾습니다 -175cm, 회색,남색패딩,군복바지,회색모자,검정귀마개 vo.la/dvLuf / ☎182",서울특별시 동대문구 ,2023/11/21 14:30:47,안전안내,기타
206898,"[부산경찰청] 해운대구에서 배회중인 김상규씨(남, 79세)를 찾습니다 -150cm,검정모자,남색패딩잠바,검정바지,검정운동화 vo.la/kDGoX / ☎182",부산광역시 해운대구 ,2023/11/21 15:01:15,안전안내,기타
206899,"[충남경찰청] 경찰은 천안시에서 실종된 이관복씨(남, 51세)를 찾습니다- 170cm, 65kg, 검정점퍼,검정바지,검정신발 vo.la/PJWOE / ☎182","충청남도 천안시 동남구 ,충청남도 천안시 서북구 ",2023/11/21 16:27:24,안전안내,기타
206900,"[서울경찰청] 송파구에서 실종된 강옥란씨(여, 83세)를 찾습니다- 155cm, 40kg, 보라색자켓, 검정바지, 베이지모자 vo.la/MTNVa / ☎182",서울특별시 송파구 ,2023/11/21 17:50:25,안전안내,기타
206901,"[충남경찰청] 천안시에서 실종된 이시우씨(남, 73세)를 찾습니다- 175cm, 63kg, 파랑후드패딩점퍼,검정바지,검정운동화 vo.la/grXyQ / ☎182","충청남도 천안시 동남구 ,충청남도 천안시 서북구 ",2023/11/21 19:25:38,안전안내,기타
206902,[화성시] 경진여객 광역버스 전 노선 11. 22.(수) 총 파업. 대체수단 이용 권장.(홈페이지 참고: https://url.kr/at4oxs),경기도 화성시 ,2023/11/21 21:00:06,안전안내,기타
206903,[수원시청] 경진여객 광역버스 전노선 11.22.(수) 총파업. 대체수단 이용 권장. https://url.kr/1wn5dt,경기도 수원시 ,2023/11/21 21:05:41,안전안내,기타
206904,"[옹진군] 22:44경 북한이 서해 상공으로 북 주장  군사정찰위성 발사, 백령, 대청(소청) 지역 주민들은 낙하물 유의 및 야외활동을 자제 바랍니다.","인천광역시 옹진군 백령면,인천광역시 옹진군 대청면",2023/11/21 22:51:57,위급재난,민방공
206905,"[옹진군] 북 주장 군사정찰위성 위험범위 이탈, 23:24 부 백령·대청(소청)지역 주민들은 일상으로 복귀 바랍니다. [옹진군]","인천광역시 옹진군 백령면,인천광역시 옹진군 대청면",2023/11/21 23:29:55,위급재난,민방공
206906,"[서울경찰청]도봉구에서 실종된 전향자씨(여,76세)를 찾습니다-158cm,60kg,주황등산점퍼(몸통부분회색),밤색바지,갈색신발
vo.la/zpjqU/ ☎182",서울특별시 도봉구 ,2023/11/22 08:36:56,안전안내,기타
206990,[사상구] 내일(11.25) 새벽 기온이 영하1도로 전망됩니다. 외출 시 방한용품 착용 등 건강관리와 난방기 화재 예방 등 안전에 유의하시기 바랍니다.,부산광역시 사상구 ,2023/11/24 17:55:15,안전안내,한파
206991,"[부산시]내일(25일)아침 최저기온 영하1도(체감온도 영하6도)로 낮아질 것으로 예상, 난방기 화재, 도로결빙, 미끄럼 사고, 수도동파 등 안전사고에 유의바랍니다",부산광역시 전체 ,2023/11/24 17:59:04,안전안내,한파
206992,"[김포시청] 내일 새벽녘 체감온도가 영하 10도로 내려갈 예정이니, 어른신과 노약자 등 취약계층의 건강관리에 특히 유의하시기 바랍니다.",경기도 김포시 ,2023/11/24 18:02:35,안전안내,한파
206993,"[시흥시청] 밤사이 기온 강하로 도로결빙과 한파 피해가 우려되오니, 수도관 보일러 동파방지, 감속안전운전, 방한용품 착용 등 안전에 각별히 유의하시기 바랍니다.",경기도 시흥시 ,2023/11/24 18:08:39,안전안내,한파
206994,"[부산경찰청] 부산진에서 실종된 유동우(남,9세)를 찾습니다-130cm,50kg,스포츠머리,파랑패딩,회색추리닝상하의,흰운동화 vo.la/FRYCJ / ☎182",부산광역시 부산진구 ,2023/11/24 18:32:54,안전안내,기타
206995,"[경상남도] 오늘 아침 급격한 기온 하강과 강한 바람으로 춥겠으니, 가급적 야외활동을 자제하시고, 외출 시에는 방한용품을 착용하여 건강에 유의하시기 바랍니다.",경상남도 전체 ,2023/11/25 07:00:25,안전안내,한파
206996,"[담양군] 오늘 06시 광주대구고속도로 광주방향(금성교 부근)에서 대형트럭 전복사고가 발생하여 차량 전면 차단 중이오니, 이 구간을 우회하여 주시고 서행 바랍니다",전라남도 담양군 ,2023/11/25 07:39:32,안전안내,교통사고
206997,"[서울경찰청] 송파구에서 실종된 김한별(여,17세)을 찾습니다-158cm,43kg,흰색자켓,검정바지,검정운동화,안경착용
vo.la/Kbqou / ☎182",서울특별시 송파구 ,2023/11/25 08:58:07,안전안내,기타
206998,"[서울경찰청]마포구에서 실종된 김성복씨(남,84세)를 찾습니다-168cm,60kg,검정상하의,검정운동화,검정벙거지모자,마스크 
vo.la/cCgEb/ ☎182",서울특별시 마포구 ,2023/11/25 09:09:44,안전안내,기타
206999,"[서울경찰청]서대문구에서 목격된 김성복씨(남,84세)를 찾습니다-168cm,60kg,검정상하의,검정운동화,검정벙거지모자,마스크 vo.la/cCgEb/ ☎182",서울특별시 서대문구 ,2023/11/25 09:12:52,안전안내,기타
207000,"[의성군]한파영향 내일까지 지속
▲외출 시 방한용품착용 등 보온에 유의
▲농축산물 저온피해 예방 
▲난방기화재 주의 
▲도로결빙 미끄럼주의
한랭질환에 유의바랍니다",경상북도 의성군 ,2023/11/25 09:51:20,안전안내,한파
207001,"[충청남도] 11월 25일 11:53경 예산군 북서쪽 2km 지역 규모 2.6 지진발생, 여진 등 추가 지진 발생상황에 유의 바랍니다.",충청남도 예산군 ,2023/11/25 12:09:55,안전안내,지진
207002,[공주시] 금일 11시10분경 중학동 244-10 주택 화재 발생. 연기가 다량 발생하고 있으니 흡입하지 않도록 유의하시기 바랍니다,"충청남도 공주시 반죽동,충청남도 공주시 봉황동,충청남도 공주시 중학동,충청남도 공주시 중동,충청남도 공주시 산성동,충청남도 공주시 교동,충청남도 공주시 옥룡동,충청남도 공주시 금학동",2023/11/25 12:19:57,안전안내,화재
207003,"[서울경찰청] 강동구에서 실종된 전춘자씨(여, 72세)를 찾습니다 - 145cm, 40kg, 빨간색모자, 남색잠바 
vo.la/USWZx / ☎182",서울특별시 강동구 ,2023/11/25 16:56:50,안전안내,기타
207004,"[여주시] 여주시 중앙동 일부지역 정전이 발생되어 한전에서 복구 중이니, 전기기기의 모든 전원을 끄고 손전등을 사용하는 등 안전사고 발생에 유의하시기 바랍니다.","경기도 여주시 월송동,경기도 여주시 가업동,경기도 여주시 연라동,경기도 여주시 점봉동",2023/11/25 21:50:20,안전안내,정전
207005,"[강서구] 대저1동 대저중앙로 348번길 주변 멧돼지가 출몰하여 현재 수색 중이니, 인근 거주민께서는 외출을 자제해주시길 바랍니다.",부산광역시 강서구 ,2023/11/25 23:38:10,안전안내,기타
207006,"[서울경찰청] 노원구에서 실종된 이상구씨(남,70세)를 찾습니다-160cm,백발,진남색패딩,검정바지,남색운동화(빨간줄),거동불편
vo.la/qDWds/ ☎182",서울특별시 노원구 ,2023/11/26 09:07:10,안전안내,기타
207007,"[부산경찰청] 부산진구에서 배회중인 김재용씨(남,76세)를 찾습니다 -168cm,60kg,남색잠바,보라색바지,흰운동화,흰마스크
vo.la/KvbSu / ☎182",부산광역시 부산진구 ,2023/11/26 12:40:39,안전안내,기타
207008,"[인천경찰청] 부평구에서 실종된 조태용씨(남,79세)를 찾습니다 -160cm,50kg,검정방한모,파란색패딩,의료목발,검정크록스
vo.la/eVXYR / ☎182",인천광역시 부평구 ,2023/11/26 13:14:23,안전안내,기타
207009,"[서울경찰청] 강남구에서 실종된 이갑세씨(남,81세)를 찾습니다 -163cm,남색패딩조끼,자주색긴팔니트,검정바지
vo.la/SzyNn / ☎182",서울특별시 강남구 ,2023/11/26 13:41:35,안전안내,기타
207010,[이천시] 오늘 15:30경 모가면 소사리 폐차장에서 화재 사고 발생. 검은 연기가 많이 발생하고 있으니 인근 주민들께서는 외출을 자제하여 주시기 바랍니다,"경기도 이천시 단월동,경기도 이천시 대포동,경기도 이천시 고담동,경기도 이천시 장록동,경기도 이천시 호법면,경기도 이천시 대월면,경기도 이천시 모가면,경기도 이천시 설성면",2023/11/26 16:07:58,안전안내,화재
207011,"[경기북부경찰청] 포천시에서 실종된 한말녀씨(여,76세)를 찾습니다 -140cm,43kg,보라색패딩,검정바지,갈색신발,흰마스크
vo.la/xheVJ / ☎182",경기도 포천시 ,2023/11/26 16:49:36,안전안내,기타
207012,"[서울경찰청] 서초구에서 배회중인 이갑세씨(남,81세)를 찾습니다 -171cm,남색패딩조끼,자주색긴팔니트,검정바지 vo.la/SzyNn / ☎182",서울특별시 서초구 ,2023/11/26 17:15:18,안전안내,기타
207013,"[경기남부경찰청] 성남시에서 실종된 손은덕씨(남, 65세)를 찾습니다- 157cm, 55kg, 녹색패딩,검정바지,흰운동화,마른편 vo.la/AcxvZ / ☎182","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2023/11/27 13:45:05,안전안내,기타
207014,"[경기남부경찰청] 용인시에서 배회중인 손은덕씨(남, 65세)를 찾습니다- 157cm,55kg,녹색패딩,검정바지,흰운동화,마른편 vo.la/AcxvZ / ☎182","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2023/11/27 13:45:35,안전안내,기타
207016,"[대구경찰청] 달성군에서 배회중인 박옥남씨(여, 85세)를 찾습니다-152cm,48kg,분홍후리스,밤색바지,민트색운동화,검정우산 vo.la/XJEKY / ☎182",대구광역시 달성군 ,2023/11/27 15:48:47,안전안내,기타
207015,"[대구경찰청] 달서구에서 실종된 박옥남씨(여, 85세)를 찾습니다- 152cm,48kg,분홍후리스,밤색바지,민트색운동화,검정우산 vo.la/XJEKY / ☎182",대구광역시 달서구 ,2023/11/27 15:48:17,안전안내,기타
207017,"[대구경찰청] 동구에서 실종된 백상돈씨(남, 51세)를 찾습니다- 170cm, 70kg, 검정롱패딩,검정바지,검정모자,검정마스크 vo.la/viukD / ☎182",대구광역시 동구 ,2023/11/27 16:35:49,안전안내,기타
207018,"[대구경찰청] 북구에서 배회중인 백상돈씨(남, 51세)를 찾습니다- 170cm,70kg, 검정롱패딩,검정바지,검정모자,검정마스크 vo.la/viukD / ☎182",대구광역시 북구 ,2023/11/27 16:36:20,안전안내,기타
207019,"[제주경찰청] 조천읍에서 실종된 김명자씨(여, 86세)를 찾습니다 -149cm, 보라색모자, 꽃무늬상의, 검정바지, 슬리퍼 vo.la/AnTZf / ☎182",제주특별자치도 제주시 ,2023/11/27 20:14:40,안전안내,기타
207020,"[경남경찰청] 창원시에서 실종된 이옥이씨(여, 77세)를 찾습니다 -163cm,65kg,검정잠바,자주색후드티,검정바지,검정부츠 vo.la/VBrKG / ☎182","경상남도 창원시 의창구 ,경상남도 창원시 성산구 ,경상남도 창원시 마산합포구 ,경상남도 창원시 마산회원구 ,경상남도 창원시 진해구 ",2023/11/27 20:20:40,안전안내,기타
207021,"[상주시] 오늘 저녁~내일 오전, 상주지역 곳곳에 낮은 온도로 도로결빙과 추위가 예상되오니 안전운전, 보행 및 건강관리에 유의하시기 바랍니다.",경상북도 상주시 ,2023/11/27 20:27:27,안전안내,한파
207023,"[인천경찰청] 경찰은 연수구에서 배회중인 문이회씨(남, 77세)를 찾습니다- 178cm, 82kg, 파랑잠바,검정바지,모자,백발 vo.la/HVKFT / ☎182",인천광역시 연수구 ,2023/11/27 20:52:55,안전안내,기타
207022,"[인천경찰청] 경찰은 남동구에서 실종된 문이회씨(남, 77세)를 찾습니다- 178cm, 82kg, 파랑잠바,검정바지,모자,백발 vo.la/HVKFT / ☎182",인천광역시 남동구 ,2023/11/27 20:52:25,안전안내,기타
207024,[예천군] 관내 안개로 인한 가시거리 저하로 안전사고 발생 위험이 있습니다. 운전시 감속주행 및 교통안전에 각별히 유의하시기 바랍니다.,경상북도 예천군 ,2023/11/27 21:51:21,안전안내,기타
207025,"[경상남도] 밤 사이 내린 눈(비)으로 도로 결빙(살얼음), 낙상사고 등에 주의하고, 외출 시 체온 유지 등 건강관리에 유의하시기 바랍니다.","경상남도 거창군 ,경상남도 산청군 ,경상남도 하동군 ,경상남도 함양군 ,경상남도 합천군 ",2023/11/28 06:30:15,안전안내,호우
207026,"[경기도청]어제 내린 비가 새벽 영하의 기온으로 얼어 도로 살얼음이 예상됩니다. 터널 앞, 교량 인근, 그늘진 곳은 위험하니 감속 등 안전 운행 하시기 바랍니다.",경기도 전체 ,2023/11/28 07:00:08,안전안내,대설
207027,"[행정안전부] 오늘 08시30분 경북(울릉도.독도) 강풍경보, 간판 등 부착물 고정,선박 결박,비닐하우스 등 시설물 피해에 유의바랍니다",경상북도 울릉군 ,2023/11/28 08:27:06,안전안내,강풍
207028,[안산시] 오늘 9시45분 경 목내동 404-1 공장화재 발생. 주변 도로에 있는 차량은 이 지역을 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다,"경기도 안산시 상록구 사동,경기도 안산시 단원구 ",2023/11/28 10:56:01,안전안내,화재
207029,"[안산시] 오늘 오전 9시 45분 발생한 목내동 공장 화재로 인하여 다량의 연기와 냄새가 발생하고 있으니, 각별히 유의 바랍니다.","경기도 안산시 상록구 사동,경기도 안산시 단원구 ",2023/11/28 11:12:02,안전안내,화재
207030,"[안산시청] 오늘 09시 45분경 목내동 404-1번지(반월산단) 공장 화재로 인하여 다량의 연기와 냄새가 발생하고 있으니, 각별히 유의하여 주시기 바랍니다.","경기도 안산시 상록구 사동,경기도 안산시 단원구 ",2023/11/28 13:01:50,안전안내,화재
207031,"[부천시청]오늘 12시33분 원종동19-4 화재발생, 연기 확산 중으로 인근 주민은 안전사고 발생에 유의하시고, 주변도로의 차량은 이 지역을 우회 바랍니다.","경기도 부천시 오정동,경기도 부천시 원종동,경기도 부천시 고강동,경기도 부천시 대장동",2023/11/28 13:04:42,안전안내,화재
207032,"[충남경찰청] 천안시에서 실종된 고준기씨(남,52세)를 찾습니다-167cm,60kg,왜소한체격,검정점퍼,갈색바지,빨간색백팩
vo.la/ZnGiH / ☎182","충청남도 천안시 동남구 ,충청남도 천안시 서북구 ",2023/11/28 17:28:16,안전안내,기타
207033,"[광양시] 수도관 파손으로 오늘 밤 22시~내일 아침 6시까지 광양읍, 봉강면, 옥룡면 일대 단수 예정이니 식수 및 생활용수 확보 등 단수에 대비 바랍니다.","전라남도 광양시 광양읍,전라남도 광양시 봉강면,전라남도 광양시 옥룡면",2023/11/28 17:41:29,안전안내,수도
207034,"[경기남부경찰청] 성남시에서 실종된 오중웅씨(남,85세)를 찾습니다-170cm,60kg,대머리,검정패딩,회색바지,지팡이소지 
vo.la/Onuma / ☎182","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2023/11/28 17:48:32,안전안내,기타
207035,[시흥시청] 오늘 17:33경 시흥시 금이동 비닐하우스 화재 발생. 이 지역을 우회하여 주시고 인근 주민은 안전한 곳으로 대피하여 주시기 바랍니다.,경기도 시흥시 ,2023/11/28 17:49:55,안전안내,화재
207036,"[경기남부경찰청] 광주시에서 배회중인 오중웅씨(남,85세)를 찾습니다-170cm,60kg,대머리,검정패딩,회색바지,지팡이소지 vo.la/Onuma / ☎182",경기도 광주시 ,2023/11/28 17:52:03,안전안내,기타
207037,"[충남경찰청] 아산시에서 배회중인 고준기씨(남,52세)를 찾습니다-167cm,60kg,왜소한체격,검정점퍼,갈색바지,빨간색백팩 vo.la/ZnGiH / ☎182",충청남도 아산시 ,2023/11/28 17:54:25,안전안내,기타
206934,"[북구]금일 밤부터 기온이 급격하게 떨어질 것으로 예상되니, 외출시 내복, 목도리 등을 착용하고 계량기 동파방지 및 난방기 사용시 화재예방에 유의 바랍니다.",부산광역시 북구 ,2023/11/23 17:40:43,안전안내,한파
206935,"[화천군] 기온이 급격하게 떨어질 것이 예상되므로 각 가정에서는 난방에 유의하시고, 금일 내린 비로 결빙이 우려되니 안전운전 및 미끄럼사고에 유의하시기 바랍니다.",강원특별자치도 화천군 ,2023/11/23 17:44:11,안전안내,한파
206936,[영양군청]오늘21시 경북북동산지 한파경보 발효. 결빙대비 교통안전 유의. 농축산 냉해 및 수도동파 방지. 노약자 외출자제 및 난방기 화재 주의 등 유의바랍니다.,경상북도 영양군 ,2023/11/23 17:45:44,안전안내,한파
206938,[전라남도] 전남북부지역 24일 새벽 적설예상 ▲교량 등 결빙지역 안전 운전 ▲노약자 외출 자제 ▲농축산물 피해예방 등 안전에 유의 바랍니다.,전라남도 전체 ,2023/11/23 17:51:29,안전안내,대설
206937,"[안산시청] 21시 한파주의보 발효, 도로 살얼음과 시설 및 인명 피해 우려되니, 감속운전, 수도관 동파예방, 방한용품 착용 등으로 한파에 대비하시기 바랍니다.",경기도 안산시 ,2023/11/23 17:50:30,안전안내,한파
206939,"[김포시청] 오늘 밤부터 주말까지 한파주의보 발효, 체감온도 최대 영하8도로 체온유지, 낙상, 동파, 화재가 우려되오니 안전에 주의하세요",경기도 김포시 ,2023/11/23 17:51:35,안전안내,한파
206940,"[서울특별시청] 오늘 21시부터 서울 전역에 급격한 기온하강이 예상되오니 가급적 외출을 삼가시고, 외출 시 방한용품 착용 등 보온에 유의하시기 바랍니다.",서울특별시 전체 ,2023/11/23 18:00:12,안전안내,한파
206941,[서구] 오늘 밤 9시부터 한파주의보가 발효될 예정이오니 노약자는 가급적 야외활동을 자제하시고 전기장판 등 난방기 사용 시 화재예방에 유의 바랍니다.,부산광역시 서구 ,2023/11/23 18:02:42,안전안내,한파
206942,"[경주시] 오늘 밤 21시 한파주의보 발효. 야외활동을 자제하시고, 난방과 온도관리에 유의하시기 바라며, 도로 결빙에 따른 미끄럼 안전사고에 주의하시기 바랍니다.",경상북도 경주시 ,2023/11/23 18:04:52,안전안내,한파
206943,"[양구군] 오늘 밤 기온이 급격히 떨어질 것으로 예상되므로 노약자 외출자제 건강유의, 동파방지, 화재예방 등 피해에 주의하시기 바랍니다.",강원특별자치도 양구군 ,2023/11/23 18:05:47,안전안내,한파
206944,"[화순군] 24일 새벽 기온이 급격하게 떨어질 것으로 예상되오니 도로 살얼음 및 결빙, 수도계량기 동파방지, 농작물 피해예방 등에 주의하시기 바랍니다.",전라남도 화순군 ,2023/11/23 18:09:35,안전안내,한파
206945,"[상주시] 금일 밤부터 기온이 급격하게 떨어질 것으로 예보되었으니, 한랭질환에 유의하시고, 계량기 동파방지와 난방기 사용시 화재 및 질식 사고에 유의 바랍니다",경상북도 상주시 ,2023/11/23 18:10:05,안전안내,한파
206946,"[부산시] 오늘 밤부터 기온이 급격히 낮아질 것으로 예상되니 외출 시 방한용품 착용, 수도 동파 방지, 난방기 화재 예방 등 안전에 유의하여 주시기 바랍니다.",부산광역시 전체 ,2023/11/23 18:11:23,안전안내,한파
206947,"[삼척시] 기온이 급격하게 떨어질 것이 예상되므로 도계, 미로, 하장, 노곡, 가곡, 신기면 주민들은 보온 유지 및 야외활동 자제 등 건강에 유의하시기 바랍니다.","강원특별자치도 삼척시 도계읍,강원특별자치도 삼척시 하장면,강원특별자치도 삼척시 노곡면,강원특별자치도 삼척시 미로면,강원특별자치도 삼척시 가곡면,강원특별자치도 삼척시 신기면",2023/11/23 18:23:13,안전안내,한파
206948,"[행정안전부] 오늘 21시00분 한파경보, 노약자 외출자제 건강유의, 동파방지, 화재예방 등 피해에 주의바랍니다","강원특별자치도 강릉시 ,강원특별자치도 고성군 ,강원특별자치도 동해시 ,강원특별자치도 삼척시 ,강원특별자치도 속초시 ,강원특별자치도 양구군 ,강원특별자치도 양양군 ,강원특별자치도 인제군 ,강원특별자치도 정선군 ,강원특별자치도 태백시 ,강원특별자치도 평창군 ,강원특별자치도 홍천군 ,경상북도 봉화군 ,경상북도 영양군 ,경상북도 울진군 ",2023/11/23 19:01:14,안전안내,한파
206949,"[의성군]내일부터 낮기온 큰 폭 하락
▲도로결빙주의
▲농축산 피해예방 및 수도동파 방지조치
▲난방기기 화재·질식사고 주의
▲외출을 자제하고 한랭질환에 유의바랍니다",경상북도 의성군 ,2023/11/23 19:12:48,안전안내,기타
206950,"[동구] 오늘 21시부터 한파주의보가 발효될 예정이오니 노약자는 가급적 야외활동을 자제하시고 수도관 동파 예방, 난방기 화재 예방 등 안전에 유의하시기 바랍니다.",부산광역시 동구 ,2023/11/23 19:56:58,안전안내,한파
206756,"[행정안전부] 전국에 비가 내리고 있으며, 밤사이 기온이 영하로 내려가 도로가 어는 곳이 있겠습니다. 되도록 대중교통을 이용하시고 운전 시에는 서행하세요.","강원특별자치도 전체 ,경기도 전체 ,경상남도 전체 ,경상북도 전체 ,광주광역시 전체 ,대구광역시 전체 ,대전광역시 전체 ,부산광역시 전체 ,서울특별시 전체 ,울산광역시 전체 ,인천광역시 전체 ,전라남도 전체 ,전라북도 전체 ,제주특별자치도 전체 ,충청남도 전체 ,충청북도 전체 ,세종특별자치시  ",2023/11/16 19:04:22,안전안내,대설
206757,[고양시청] 17일(금) 새벽 기온이 영하로 내려가 도로 결빙이 예상되오니 운전시 감속 운행 및 안전거리 유지 등 미끄럼 사고에 주의 바랍니다.,경기도 고양시 ,2023/11/16 20:00:58,안전안내,대설
206758,[수원특례시] 경진여객 광역버스 11.17.(금) 첫차부터 오전 10:00까지 파업. 대체수단 이용 권장.,경기도 수원시 ,2023/11/16 22:00:15,안전안내,기타
206759,[화성시] 경진여객 광역버스 11.17.(금) 출근 시간대 게릴라성 파업 예정으로 대체수단 이용 권장,경기도 화성시 ,2023/11/16 22:43:49,안전안내,기타
206760,"[경기도청] 어제 내린 비가 얼어 도로살얼음이 예상됩니다. 터널 앞, 교량 위, 그늘진 곳에서는 미끄럼 사고 발생할 우려가 있으니 각별히 주의하시기 바랍니다.",경기도 전체 ,2023/11/17 07:00:13,안전안내,대설
206761,"[성남시] 어제 내린 비가 얼어 도로살얼음이 예상됩니다. 터널 앞, 교량 위, 그늘진 곳에서는 미끄럼 사고 발생할 우려가 있으니 각별히 주의하시기 바랍니다.","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2023/11/17 07:41:38,안전안내,한파
206762,"[김해시] 11.18. (토) 06시~12시 강풍특보발효예정. 간판 등 부착물 고정, 비닐하우스 등 시설물 피해 주의 등 사전대비 바랍니다.",경상남도 김해시 ,2023/11/17 08:06:54,안전안내,강풍
206763,"[용인특례시] 어제 내린 비가 얼어 터널 앞, 교량 위, 응달진 곳 등 블랙아이스 사고 발생이 우려되오니 차량 운행에 각별히 주의하시기 바랍니다.","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2023/11/17 08:09:48,안전안내,기타
206764,"[행정안전부] 오늘 08시10분 제주(제주산간) 대설경보, 대중교통이용, 내집앞 눈치우기, 눈길 미끄럼 등 주의바랍니다.",제주특별자치도 전체 ,2023/11/17 08:15:20,안전안내,대설
206765,"[행정안전부] 오늘 09시00분 제주앞바다(제주서부앞바다) 풍랑경보, 어선 출항 금지, 해안가 낚시야영객은 안전지대로 대피바랍니다","제주특별자치도 서귀포시 ,제주특별자치도 제주시 ",2023/11/17 08:59:40,안전안내,풍랑
206766,"[서울경찰청] 동대문구에서 실종된 이윤각씨(남,78세)를 찾습니다 -157cm,63kg,회색모자,남색점퍼,회색바지,검정구두
vo.la/HDPVr / ☎182",서울특별시 동대문구 ,2023/11/17 09:10:15,안전안내,기타
206658,"[예천군] 오늘 21시부로 예천지역 한파주의보 발효, 야외활동을 자제하시고, 가정 내 보온 유지와 계량기 동파방지, 보행 시 미끄럼 사고에 유의바랍니다.",경상북도 예천군 ,2023/11/10 16:15:17,안전안내,한파
206659,"[인천경찰청] 서구에서 목격된 조인영씨(여,32세)를 찾습니다 -156cm,70kg,검정색롱패딩,흰색추리닝바지,회색운동화 vo.la/pzwm0 / ☎182",인천광역시 서구 ,2023/11/10 16:21:40,안전안내,기타
206660,"[포항시] 11.10.(금)~11.14.(화) 연안사고 주의보 발령, 경북 동해안 높은 파도 예상, 방파제·갯바위·해안가 등 접근 자제 및 안전사고 주의바랍니다","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/11/10 16:50:09,안전안내,풍랑
206661,"[상주시]오늘 밤 9시에 한파주의보가 발효되오니▶농산물, 가축 피해 방지▶수도계량기, 수도관 보온▶난방기기 사용에 따른 화재, 질식사고 등 안전에 유의바랍니다.",경상북도 상주시 ,2023/11/10 16:52:39,안전안내,한파
206662,"[경주시] 11.10.(금)~11.14.(화) 연안사고 주의보 발령. 경북 동해안 높은 파도가 예상되므로, 방파제·갯바위·해안가 등 접근을 자제 및 안전사고 주의",경상북도 경주시 ,2023/11/10 16:56:55,안전안내,기타
206663,"[부산경찰청] 동래구에서 실종된 이화자씨(여,78세)를 찾습니다-153cm,백발,분홍점퍼,검정바지,밤색단화,지팡이,흰색마스크
vo.la/cpjNZ / ☎182",부산광역시 동래구 ,2023/11/10 17:06:21,안전안내,기타
206664,"[김해시청] 오늘 21시 김해시 한파주의보 발효 예정. 노약자 보온 유지, 동상, 낙상 방지 위해 야외활동 자제, 온열기 화재방지, 도로 미끄럼 등 주의바랍니다.",경상남도 김해시 ,2023/11/10 17:07:34,안전안내,한파
206665,[경상남도] 도내 한파주의보 발표 ▶도로 살얼음·결빙 주의 ▶농작물 피해 및 동파사고 예방 ▶외출 시 체온 유지 등 건강관리에 유의하시기 바랍니다.,경상남도 전체 ,2023/11/10 17:33:09,안전안내,한파
206666,[경주시청]오늘 21시부로 한파주의보가 발효되오니 ▲농축수산물 피해 예방▲한랭질환 예방▲난방기 사용에 따른 화재 및 질식사고 등 안전에 유의하시기 바랍니다.,경상북도 경주시 ,2023/11/10 17:45:21,안전안내,한파
206667,"[합천군] 오늘 21시 합천군 한파주의보 발효 예정. 노약자 보온유지, 야외활동 자제, 온열기 화재방지, 수도관 동파 예방, 도로 미끄럼 등 주의바랍니다.",경상남도 합천군 ,2023/11/10 17:49:21,안전안내,한파
206668,[충주시] 찬공기가 남하하면서 당분간 아침기온 영하권의 추위 지속. ①농작물 저온피해 없도록 보온에 유의 ②야외활동 시 체온유지 ③운전시 도로결빙에 유의바랍니다.,충청북도 충주시 ,2023/11/10 17:55:39,안전안내,한파
206669,"[부산시] 오늘 밤부터 기온이 급격히 내려갈 전망입니다. 장시간 야외활동 자제, 외출 시 방한용품 착용 등 건강관리에 유의 바랍니다.",부산광역시 전체 ,2023/11/10 18:00:13,안전안내,한파
206670,"[울산경찰청] 중구에서 실종된 김남수씨(여,84세)를 찾습니다-160cm,45kg,갈색파마머리,보라색잠바,진밤색바지,검정운동화
vo.la/R5ewS / ☎182",울산광역시 중구 ,2023/11/10 18:03:40,안전안내,기타
206671,"[고성군] 오늘 21시 고성군 한파주의보 발효 예정. 노약자 등 안전취약계층 보온 유지, 야외활동 자제, 수도관 동파 예방, 도로결빙 주의 등 안전에 유의바랍니다",경상남도 고성군 ,2023/11/10 18:07:34,안전안내,한파
206672,"[울산경찰청]남구에서 배회중인 김남수씨(여,84세)를 찾습니다-160cm,45kg,갈색파마머리,보라색잠바,진밤색바지,검정운동화 vo.la/R5ewS / ☎182",울산광역시 남구 ,2023/11/10 18:23:12,안전안내,기타
206673,"[경북경찰청] 포항시에서 실종된 이소연씨(여,33세)를 찾습니다-157cm,60kg,회색긴팔,검정얼룩무늬바지,분홍슬리퍼 
vo.la/8jsto / ☎182","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/11/10 18:55:22,안전안내,기타
